,Seller,Product,Price,Quality,Likes,Comments,Category,Log Price,Log Likes
92,laconic84,samsung 20 inch widescreen monitor,20.0,0,1,Samsung B2030,audio_visual,3.044522437723423,0.6931471805599453
93,thefurnituremart,rare red h1 zoom recorder,80.0,0,5,"Fixed price. Can't find one this cheap. Price already reduced from $100. Stop asking for negotiation or better price. It's already the LOWEST PRICE.  Great for its portability. Rusting on the metal.  Comes with box, H1 Zoom Does not come with battery and microsd card",others,4.394449154672439,1.791759469228055
94,phonetrader,seagate 5tb portable external hdd hard disk drive backup plus 5.0 tb with data recovery,175.0,1,7,"Brand New sealed, never open. Seagate 5TB Portable External HDD Hard Disk Drive Backup Plus 5.0 TB external 2.5” Portable  Brand New Never Used, local warranty till Jan 2022.  USB 3.0. Requires USB power only, no adapter needed. Small and Portable. Biggest capacity HDD in portable version.  Color:Si",computers/parts,5.170483995038151,2.0794415416798357
95,isyaaasyaaa,bundle c - electronics,150.0,1,5,electronics : portable video player camera led bulb drone hdmi  pop up mobile external hdmi 2.0 wireless wifi repeater wifi smart socket drone with camera,others,5.017279836814924,1.791759469228055
96,lumsterr,schiit modi 3 dac,175.0,1,1,Looking for someone to share shipping from Schiit - price includes delivery to SG. Can arrange courier to your place at a low cost. Thanks!,others,5.170483995038151,0.6931471805599453
97,mesasix,apple watch silicon case 38mm,7.0,1,6,"Silicon case finished in chrome-plated like colour, providing complete protection for your beloved Apple Watch from the sides to the watch face.  3 colours available, - Gold - Rose - Light Pink  Self collection @ Blk 386 Yishun Ring Road. Additional $1 for normal postage.  Thanks for viewing, cheers",covers/cases,2.0794415416798357,1.9459101490553132
98,premium.affordable,1byone pulse oximeter bluetooth app function,35.0,1,3,"1) SpO2 Value display 2) Pr value display and bar graph. 3)  Low battery indicator. 4) Automatic storage for SpO2 and PR value. 5) Sync clock function 6) Display of steps, calories and time. 7) The pedometer can store data 8) Height, Weight, Goal setting of 10 and Server Pedometer sensitivity can be",others,3.58351893845611,1.3862943611198906
99,pallet_musketeers,p5. hifi decoder smsl su-8 2es9038q2m usb pcm32 768khz dsd64 dsd512 dsd balance dac decoder,238.0,1,18,"Selling fast!  ESS technology latest ES9038Q2M DAC, with the new 32-bit HyperStream II architecture, improving sound quality and DoP function. 2nd generation of XMOS USB audio solution xCore200, PCM sampling rate supported up to 32bit/768kHz and DSD up to DSD512. Ultra-low jitter asynchronous design",audio_visual,5.476463551931511,2.9444389791664403
100,rollsafe,dell monitor,120.0,0,2,"Selling a used dell monitor, comes with vga cable as well. In perfect working condition, no scratches or cracks at all.",audio_visual,4.795790545596741,1.0986122886681098
101,isyaaasyaaa,bundle b - electronics,90.0,1,2,Others,others,4.51085950651685,1.0986122886681098
102,sqweak,thinkpad x240 with port replicator dock,300.0,0,7,Lenovo X240 (i7) for sale comes with dock and adapter. Specs can be found in pic #5,computers/parts,5.707110264748875,2.0794415416798357
103,oceanshop11,al-quran portable radio,20.0,1,42,"Quran Portable Radio Comes with 30 Juzuk Al-Quran and terjemahan, nasyid, doa dan selawat  Description :  1.FM Radio •	FM Radio (87.5 - 108 MHz) •	Come with auto search program and auto save channel. •	Memory play by interrupt stacking. •	Digital remote music play. •	3.5mm cable input/ear phone slot",audio_visual,3.044522437723423,3.7612001156935624
104,thanhbinh1501,gaming laptop,1300.0,0,75,Core i7-6700HQ Gtx 1060 6gb 16gb Ram 256gb ssd + 1000gb hdd Come with charger. ,computers/parts,7.170888478512505,4.330733340286331
105,ahtanie,itx sff sfx cases,5.0,0,44,"**EVERYTHING SOLD EXCEPT FOR ZABER SENTRY AND LOGIC SUPPLY. SEE MY LISTINGS PLS**  I AM NOT A COMPUTER STORE, A SUPPLIER OR LINUSTECHTIPS, READ UP ON YOUR OWN BEFORE ASKING ME SILLY QNS THANKS  Selling my ITX chassis collection as I've settled on 2 cases and I don't need the rest. Most of them have ",covers/cases,1.791759469228055,3.8066624897703196
106,r0ulette,108+1 abs high quality mechanical keycaps,80.0,1,2,BNIP 108+1 ABS High Quality Mechanical Keycaps.  Durable types material. Any led lights able to shine through the wordings. It can fit onto any most mechanical keyboards. Package as shown on the picture.   PM me if interested. Thanks.,keyboards/mouse/chargers,4.394449154672439,1.0986122886681098
107,kukumaru_lim,desk lamp/ light,10.0,0,9,"in very good condition, used less than half year",lights,2.3978952727983707,2.302585092994046
108,shopmegasale,pre-order audio technica at2020 cardioid condenser studio xlr microphone,131.0,1,37,"Brand new in box.  We are Audio Technica official dealer, so items purchase from us comes with 1 year Singapore warranty.  Audio-Technica’s stringent quality and consistency standards set the AT2020 apart from other mics in its class. Its low-mass diaphragm is custom-engineered for extended frequenc",audio_visual,4.882801922586371,3.6375861597263857
109,shopmegasale,"pre-order audio technica atr2500x-usb cardioid condenser usb microphone, usb microphone",169.0,1,42,"Brand new in box.  We are Audio Technica official dealer, so items purchase from us comes with 1 year Singapore warranty.  Equipped with a USB output for easy connection to your computer, the ATR2500x-USB offers studio-quality articulation and intelligibility perfect for home studio recording, field",audio_visual,5.135798437050262,3.7612001156935624
110,blazingcamel,refurbished dell led monitor 22 inch p2217h ips screen,99.0,1,8,"This company specializes in selling refurbished products and their reviews are pretty good from what I see, plus the price is worth considering  Purchase them here! https://qoo.tn/B9MCsW/Q113690136  Prices fluctuate day to day! The price stated is on the date of post   Join my telegram group for mor",audio_visual,4.605170185988092,2.1972245773362196
111,thermitetech,zotac gtx 1070ti mini,279.0,0,52,"selling Zotac GTX 1070Ti used, I have 2 to sell for SLI. Condition 7/10, little oxidation  2 years of warranty with Tech Dynamic self collect at my block only. price negotiable",computers/parts,5.634789603169249,3.970291913552122
112,theeverythingstore,brother mfc-j2330dw colour inkjet business printer,316.0,1,31,"Description  A4 Colour Business Inkjet Multifunction Centre with Duplex, Wireless and A3 Print Capabilities perfect for SOHO, SMB and Workgroup printing  Features & details  Print, Scan, Copy, Fax  22/20ppm (mono/colour)  35-sheet ADF  Cloud Connectivity to 8 services  Brother's Apps for enhanced pr",printers,5.75890177387728,3.4657359027997265
113,cool_spec,dell optiplex sff 790,300.0,0,4,Windows 10 Pro Version 1909. Microsoft Office Professional 2019.  Dell Optiplex Small form factor. intel i3-2120 3.3 GHz Intel HD Graphics 2000 Dynamic Video Memory Technology 5.0 DisplayPort and VGA Output For Display.  8 GB Installed / Can Upgrade to 16 GB (max) DDR3 SDRAM - non-ECC Samsung PC3-12,computers/parts,5.707110264748875,1.6094379124341003
114,firefly4518,apple airpods pro new,280.0,1,11,"Totally brand new Korea sets, I bought 7 , 2 for myself and my daughter. Left 5. Comes with Apple Korea receipt. Authentic. Cheapest in Carousell. Please don’t ask me if it’s fake as u are insulting me and I will block you. No lowballers. Fixed price.  U should know how cheap it is for a brand new i",audio_visual,5.638354669333745,2.4849066497880004
115,gamingspecialist,"3c 4316 brand new multifunction waterproof electric rechargeable facial cleansing brush powered face massager tools skin care beauty tool replaceable head brush,makeup, dirt, oli face scrubber skin massager blue",18.0,1,1,"💬 CHAT TO BUY WHEN YOU HAVE DECIDED ON PURCHASE.  -SELF COLLECTION/ REGISTERED DELIVERY ONLY. (Please arrange with us before coming, as item might not be available.)  ✅ Please kindly read through the description of product given. (Items are exact to picture listed, unless otherwise stated)   PS. I w",others,2.9444389791664403,0.6931471805599453
116,donwaste,slade roll up electronic drum set 9 silicon pads built-in speakers with drumsticks foot pedals support usb midi,50.0,1,1,Got it from a lucky draw and I don’t really need it. You can check more detail at this link  https://www.lazada.sg/products/slade-roll-up-electronic-drum-set-9-silicon-pads-built-in-speakers-with-drumsticks-foot-pedals-support-usb-midi-i318244111-s610850423.html?spm=a2o42.pdp.recommendation_2.3.59bc,audio_visual,3.9318256327243257,0.6931471805599453
117,cdjet503,dell alienware 15 r2 gaming laptop,1200.0,0,31,"Dell Alienware 15 R2 Come with original power cable and free laptop cooler(worth $40) CPU: I7-6700HQ Memory: 32GB (16GBx2) HDD: 1TB SSD: 512GB (256GBx2) Graphics: Nvidia GTX970M Screen: 1080p ( still working perfectly) Battery: just change a new one from Dell.  This laptop still working perfectly, e",computers/parts,7.0909098220799835,3.4657359027997265
118,shopping.hub,instockauthentic samsung akg headphones eo-ig955 original subwoofer new in-ear earphone,15.0,1,62,"★Product:Samsung Original AKG Headphones EO-IG955  ★Feature1: Made of high-quality materials, it can keep fit with your ear canal, it is more comfortable to wear, and it is not easy to fall off. ★Feature2: The wire has been rigorously tested and durable. ★Feature3: 30 lines of oxygen-free copper cor",audio_visual,2.772588722239781,4.143134726391533
119,keyboardkustomssingapore,"wormier k66 hotswap version, 3 layered frosted acrylic case",120.0,1,35,"Brand New Wormier K66, Hotswap Version (bottom threaded) Case: Frosted Acrylic Plate Material : Polycarbonate (PC) RGB LED + Underglow LED Switches: Gateron Brown Stabilizers: OEM Plate Mounted Stabs Keycaps: Double Shot ABS Shine Through Stock Keycaps USB: USB Type C  Can lube Switches & Stabs with",covers/cases,4.795790545596741,3.58351893845611
120,samcanavan,2015 macbook air 13inch 128gb hd 4gb ram good condition works perfectly,500.0,0,4,"Spare MacBook has been sitting unused since December 2018. Just wiped and restored to factory settings. Works perfectly with zero hardware issues (I.e. sound, keyboard, camera, battery etc). Verified serial number (see image), purchased in early 2016 in Sydney. No charger or accessories, and several",computers/parts,6.2166061010848646,1.6094379124341003
121,lastminutedeal,c104 sahoo mini schrader presta valve bicycle floor pump black -,14.0,1,13,🔥 Buy from us & you save up to 20% 🔥  Self collect at 11 woodlands close #04-08 (S)737853 Please inform before coming down  Direction:  Take Bus 901M from Admiralty Mrt and 2 Busstop.   Courier will be $5. Will delivered within 3 days  ✅ Please kindly read through the description of product given. (,others,2.70805020110221,2.6390573296152584
122,budgetbuilds,budget ryzen 5 1600 gaming/workstation desktop,670.0,1,3,Specifications: ⚔️ • Processor: Ryzen 5 1600 • Motherboard: ASRock A320M HDV • Memory: Samsung 16GB DDR4 • GPU: R9 290X • Cooling : 3x RGB 120mm Fans + 2x Case Fans • Storage: WESTERN DIGITAL 256GB SATA SSD • Storage: 1TB SEAGATE HDD • Power Supply: CoolerMaster 550W 80+ Certified • Case : Tecware N,computers/parts,6.508769136971682,1.3862943611198906
123,sgezsell,"huve x10 x10l portable wireless screen mirroring device, hd hdmi 1080p 2.4g 5g wifi digital tv receiver compatible with each hdmi miracast dongle system adapter",30.0,1,11,"About this item  ▶Dual Core Chip: You don't have to face an icy screen while watching a movie or playing games. This receiver with wifi display incorporates the latest dual core chip, preventing streaming from losing signal or eliminating it. No problem with delay and freezing. Stable your streaming",cables/adapters/switches,3.4339872044851463,2.4849066497880004
124,threesmss8333,original samsung earphones tuned by akg,17.9,1,19,"Replacement Handsfree Earphones which come with the Samsung Galaxy The Samsung Earphones Tuned by AKG provide an incredibly clear, authentic-sounding, and balanced output These hybrid, canal-type earphones feature a sleek metal finish and tangle-free, fabric cable. Enjoy easy access to a range of yo",audio_visual,2.9391619220655967,2.995732273553991
125,dlinz,apple airpods 2 / airpods pro,188.0,1,620,"[Apple Airpods Generation 2] Airpods, Wired Charging Case: $188 Airpods, Wireless Charging Case: $220 Airpods Pro with Wireless Charging: $338  To check and verify serial number on Apple's website during meetup  *Request for serial number check via carousell chat will not be entertained*  Please mes",audio_visual,5.241747015059643,6.431331081933479
126,rockstar_2020,asus notebook,1000.0,1,8,Laptops,computers/parts,6.90875477931522,2.1972245773362196
127,cashconverterssg,3 way socket,8.0,1,7,"BUY THIS ITEM AT OUR WEBSITE ; https://www.cashconverters.sg AND USE VOUCHER CODE : CB10OFF TO GET 10% DISCOUNT WITH NO MINIMUM SPENDING REQUIRED.
 
 SKU-6800000069531
 
 URL:https://www.cashconverters.sg/extension-socket-6800000069531.html",cables/adapters/switches,2.1972245773362196,2.0794415416798357
128,gadgetfulz,185 professional usb microphone equipment,15.0,0,16,Specifications: Directivity: Omnidirectional Microphone: Condenser Material: Aluminum Alloy + Metal Mesh Cover Sensitivity: -34±3dB Sound Pick-up Range: 6.6ft/2m Operate Voltage Range: 1.0-10V Frequency Response: 20Hz - 20kHz Sample Rate: 48kHz Bit Rate: 16bit S/N Ratio: ˃70dB SPL: 110db Cable Lengt,audio_visual,2.772588722239781,2.833213344056216
129,davidlim81,infrared thermometer,35.0,1,15,preorder  brand new in box,others,3.58351893845611,2.772588722239781
130,polome8,promotion wireless bluetooth earbuds with 9d sound quality,18.0,1,9,"We are a local trusted seller. we do: 1. Self collections at our listed mrt stations  2. COD to your nearest mrt station $2  3. by mail (normal mail $1 or smartpac $3)   Features:  1.  Wireless Bluetooth headphones, deliver a high quality audio listening experience with clarity, and a smooth bass re",audio_visual,2.9444389791664403,2.302585092994046
