Seller,Product,Price,Quality,Likes,Comments
runld,HDD caddy for Thinkpad,S$10,Used,6,HDD caddy for Lenovo Thinkpad W530
thefiredeal,Demo Set Q10 Multifunctional Bluetooth V5.0 HiFi TWS Stereo Earbuds Headset,S$28,New, ,handsfree call / 2600mAh charging case (power bank) / touch control / LED power display / flashlight function / 20m transmission
cashconverterssg,DIGITAL PICTURE FRAME,S$15,New,6,"SKU-6800000070172
 BUY THIS ITEM AT OUR WEBSITE:
 https://www.cashconverters.sg/digital-picture-frame-6800000070172.html
 
 USE VOUCHER CODE : CB10OFF TO GET 10% DISCOUNT WITH NO MINIMUM SPENDING REQUIRED.
 "
igservice,"1.5k Instagram Followers (ACCOUNT) [IF YOU LIKE, I WILL FOLLOW YOU BACK!]",S$5.55,New,14,"• WE DO NOT NEED YOUR PASSWORD OR COLLECT THEM! •  • #1 Singapore Provider of Instagram Services At The Best Price •  •Tap on Read More •  • All followers are ORGANIC, REAL, PREMIUM, CHEAP and ACTIVE • "
lufiobd,Latest Lufi XF Revolution OBD OBD2 Gauge Meter display 515.#lufi #defi #magician #ultragauge #scangauge,S$180,🏆Number 1 Lufi Seller in Carousel 🏆Installed in more then 4000 cars 🏆OVER 1000 POSITIVE feedbacks   The latest Lufi XF revolution OBD multi meter gauge  Exclusive to Lufiobd Andy in Singapore.   Chat with me on WhatsApp  https://tinyurl.com/lufiobd  Video demo 1 https://tinyurl.com/lufixf-demo  Vide,638,Spotlight
wholesalecheap,32” LCD TV LG BRAND,S$90,Used, ,Ready for collection anytime   Include wall mount kit  Include remote & power cord   Interested please pm! 
ocean_sky,Acer Nitro 5 AN515-54-77Z7 gaming laptop with NVIDIA GeForce GTX 1650 Graphics and 120Hz,"S$1,430",New,6,"Do note that I don't own the product,sharing products from Qoo10! For more info please  👇 Click here 👇 https://qoo.tn/BwL9tW/Q160617135   Coupon Link: https://sg.carousell.com/p/1005945289"
laptophouse,$459 Lenovo ThinkPad W530 Intel Core i7-3637,S$459,Used,16,"Lenovo ThinkPad W530 Intel Core i7-3637   SKU: LTH0005040  Intel Core i7-3637 8GB RAM 320GB HDD 15.6"" (1366 X 768)  HD WebCam Bluetooth 1 X USB 2.0 2 X USB 3.0 VGA SD Card Reader Condition: Preowned Warranty: 1 month  Pls take a picture of the ads with the Model or SKU Model and send to whatsapp to "
lyudongxu,MacBook Pro 13,S$800,Noise from the positive speaker  左侧喇叭有杂音 配件已买在路上   品相完美 无划痕 无磕碰。带保护套,13,New Carouseller
simplyss,HP CPU Win 10 Pro MS Office 2019 Pro Plus,S$99,Used,1,"Windows 10 Pro Microsoft Office 2019 Professional Plus USD Wifi Adapter included for Wifi  AMD Radeon HD 7000 series graphics card. DVI, VGA output. (VGA cable provided) Intel Core 2 Duo CPU E7500 @ 2.93GHz 64 Bit Operating System DVD ROM included"
wen.zi,GoPro Hero 7,S$250,New,1,✨Brand New✨  Gopro Hero 7  White  10Mp/1080p60/ water proof 10m  MEET UP ONLY🙆🏻‍♀️🙆🏻‍♀️  ⭕️Able to Negotiate ❌Refund 
citrimobilesg,"Huawei Phone Repair, IPhone LCD Screen Repair Replacement",S$0,"✅iPhone Huawei(All Models) Repair Service Provider
 ✅Citri Mobile Professional Phone Repair
 ✅All Brands Available
 ✅手机维修服务20分钟
 
 
 📍Fast On the spot Repair Within 30 minutes
 
 ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
 To Call : +65 87114144	
 To Message 
 1. (WhatsApp Only) : +65 87114144
 
 Whatsapp Here: https://api.wh",923,Spotlight
sinsengcomponents,"Hikvision Door Access Biometric Control [Number Keypad - Thumbprint - RFID Card]Model No•DS-K1T804EF (Optional:CCTV Camera, IP Camera, EM Lock, ZL & U Bracket, 12V/5A Power Supply, 12V/7Ah Rechargeable Backup UPS Battery, Breakglass, Door Exit Push Button",S$80,New,27,"About Us Established since 1971, Sinseng Components Pte Ltd is  Importer/Exporter/Distributor/Wholesaler of Security Surveillance CCTV Camera/Wireless IP Camera/Solar IP Camera System: Our Wide-Range of Brands & Products includes: •House Brand 7-STAR* Distributor: •Authorised VSTARCAM Distributor: •"
sinsengcomponents,"Key Switch for Door Release/Door Access [High Quality Stainless Steel] Optional:EM Lock with Relay (600LBS), ZL Bracket, U Bracket, Emergency Breakglass, Door Exit Push Button, 12V/5A Biometric Power Supply, 12V/7Ah UPS Rechargeable Battery",S$10,New,4,"About Us Established since 1971, Sinseng Components Pte Ltd is  Importer/Exporter/Distributor/Wholesaler of Security Surveillance CCTV Camera/Wireless IP Camera/Solar IP Camera System: Our Wide-Range of Brands & Products includes: •House Brand 7-STAR* Distributor: •Authorised VSTARCAM Distributor: •"
neonspace,Donner Guitar Headphone AMP Hard Rock Pocket FX Delay Rechargeable Mini Practice Amplifier,S$20,New,4,"☑️ TOP UP FOR DELIVERY  ALL ITEMS LISTED ARE IN STOCKS      Specifications  CD/MP3 input jack: 3.5mm  Headphone input jack : 3.5mm  Power Supply: Lithium battery with LED power indicator  Dimensions: 80mm (D)*30mm (W)*15mm (H)  Net weight: 50g   Warm Tips  Cation: First, plug mini amp into the guita"
viiperpc,"ViewSonic VX2458-C-MHD 23.6"" Full HD 1920 x 1080 1ms (GTG) 144 Hz DVI, HDMI, DisplayPort G-Sync (NVIDIA Adaptive Sync) Built-in Speakers Curved Gaming Monitor",S$229,New,53,"Local 3 Years On-Site Warranty Model Brand ViewSonic Model VX2458-C-MHD Cabinet Color Black  Display Screen Size 23.6"" LED Backlight Yes Widescreen Yes Recommended Resolution 1920 x 1080 Refresh Rate 144 Hz Viewing Angle 178° (H) / 178° (V) Pixel Pitch 0.27156mm Brightness 280 cd/m2 Contrast Ratio 3"
helmbazaar,Face Mask,S$14,Bulk order for wholesale price available MOQ 50 boxes 50pcs per box 1box 16$  Pre order for next week.  19 may  500boxes 12$,149,Spotlight
jackyljq,BNIB Apple Pen Gen 2,S$180,New,47,Brand New. Unused. Apple Pen Gen 2.
ace.12,Crucial (by Micron)  RAM PC Desktop 4GB,S$17,304484 Assembled in US BL111T9.PM CT51264BD160B.C16FN2 4GB DDR3L - 1600 UDIMM 1.35V CL11  2 items available,1,New Carouseller
eequalmcsquare,Corsair LL120 RGB 120mm Dual Light Loop White RGB LED PWM Fan — Triple Pack with Lighting Node PRO (2years warranty),S$150,Used,5,"bought from lazada(corsair official store) on 2nd april 2020, tried to install it yesterday but realize that the rgb is facing backwards due to my case(intake fan)   Fan works as intended and rgb is swee chai butterfly (RFS) im using it for intake so the rgb is facing the wrong side for my lian li P"
toosugoi,ACER ASPIRE XC-605 CPU,S$650,Used, ,"Selling Mint condition CPU.  Rarely used, less than 10 times.  Monitor not included.     Slight Nego are welcomed, PM for more info.       Tag: ASUS, SAMSUNG, LAPTOP, APPLE, 16GB RAM, LG, SONY, PS4, PLAY, SWITCH, XBOX ONE"
cheapolelong,LG 32inch LCD TV,S$90,Used, ,"LG 32inch TV   wall mount,remote and power cable  condition 9/10"
hhtvi,3 Ply Face Mask,S$19,"●Buy 5 boxes FREE courier fee ●Ready Stock & we are Singapore Seller ●Payment today, ship out within 24hours ●FREE Mask holder&2 type of Mask Zip bag  ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ●  Why buy Protective Face Mask from us? ●Attractive fr",6,Spotlight
nilaaa,"Ray Cue USB to HDMI Adapter, USB 3.0 to HDMI 1080P HD Audio Video Cable Converter, Audio Output for Multiple Monitors, Compatible with Windows 10/8.1/8/7 (Grey)",S$45,New,1,"High definition Resolution  With advanced transmission technology, this monitor adapter allows high-definition video 1920x1080 (up to full HD 1080p) to be transferred to a monitor or projector with HDMI in a compatible computer.  Smooth Transmission  Leverages the adoption of USB 3.0 providing fast "
familymartsg,Lenovo usb-c hub c112,S$35,New,4,"The 7 in 1 USB C Hub expends 1 USB C port of your Type C device into USB Type C PD power delivery charging port, 4K HDMI port, SD/TF card reader slot and 3 USB 3.0 ports.   HDMI output port: Up to 4K UHD (3840x2160 @ 30Hz) or 2K/1080p/720p/480p/360p  USB 3.0 port: Data transfer: up to 5Gbps  USB Typ"
fanlit,Sony WF-1000XM3,S$220,"The earphones are used only for a day so they are still more or less brand new. The box and all the instructions and accessories are included.  If you are interested, please drop me a message at: 9642 0638",7,New Carouseller
hdb.upgrader,Owned an EC but Keen for second property purchase without selling your place?,"S$588,000","1,012 sqft",4,Spotlight
apple9gadgets,Linksys Max-StreamTM EA7500 AC1900 + Wireless Router,S$80,New,1,"Linksys Max-StreamTM EA7500 AC1900 + Wireless Router for Sell   Not needed & want to clear my old staffs thus would like to letting it go.  Brand new - box opened for inspection of all accessories. Selling as $80. If your interested, please kindly PM me.   ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ MU-MIMO ("
sherrieberrycloset,⭐ SONICGEAR TITAN2 EXTRA BASS SPEAKERS ⭐,S$28,New, ,✔️ ONLY AT $28 EACH! ✔ 2.0 USB POWERED MICRO SPEAKERS WITH OUT-OF-THIS-WORLD AUDIO POWER ✔  MULTICOLOR LIGHT EFFECTS  ✔ HIGHLY EFFICIENT CUSTOM-BUILT SONICGEAR FULL RANGE DRIVERS HIGH EFFICIENCY DIGITAL CIRCUIT WITH BUILT-IN WIRED CONTROLLER  ✔ 7-COLORS PULSATING LIGHT EFFECTS ✔ BRAND NEW!  💥 HELP M
winkawaysg,BEAUDENS - CORDLESS VACUMM CLEANER (B5),S$78,Used,32,Refer images for product details.
xiayutian,2.5 inch sata Hard disk Spoilt,S$2,Used,1,For parts only.
sgpacificmover,Sg pacific mover storage service ^87496117^,S$0,"Office move,Delivery,piano,disposal,storage  We use local and professional movers. Contact or WhatsApp: HP:86551611   website: sgpacificmover.com.sg Email:www.sgpacificmover@gmail.com Facebook: sg pacific mover   OUR SERVICES: - Home and Household Relocation - Office and warehouse Relocation  - Shop",265,Spotlight
alv.k72,UE Blast,S$150,Used,6,"Selling 2 Ultimate Ears Blast, one in blue and one in green. Selling as a pair only and the price is unbeatable.   No more box and I lost the blue screw (sobs). You can pair both speakers and play together as a group with volume sync. Speakers come with Alexa so it’s like Google home just need to si"
jminter,3D printer - Artillery Genius. Mass order,S$449,New,17,"Mass order for Artillery Genius, brand new 3D printer.   Price includes delivery to Singapore.  Takes 2 weeks after order confirmation.  "
buterfries,Gaming PC (Gamemax),S$695,Used,27,AMD Athlon 3000G Wraith Spire Cooler GEFORCE GTX 1650 Graphics Card ASROCK A320M HDV R4 8GB DDR4-2666 DC 2x4  128GB NVME SSD 1TB TOSHIBA HDD RADEON VEGA GAMEMAX Dark Ranger ABSE 500W PSU AC3000 DUAL BAND WIFI + Bluetooth #ps4 #nintendo #games# pc# league#cod#csgo  Available for trades Trade for ps4 
saisudhasg,Fitbit Ionic,S$200,"Very much least utilised; not more than 10 times; almost new, grab asap;",4,New Carouseller
shiningpc,🔥No.167 Gaming Desktop Ryzen 5 3600 with RX580 8GB Gaming PC Gaming Desktop,"S$1,050",New,34,"You will get same Brand New  Customized PC As Picture  Not including Monitor KB&Mouse ,For display only   Specs :   Processor :AMD Ryzen 5 3600(3 years warranty )  MB:MSI B450M Mortar MAX (2 years  warranty)  Ram:Klevv 8GB DDR4 2666Mhz  (Lifetime Warranty)  GPU:XFX RX580 8GB (1 Year Warranty )  SSD:"
nick8502,Aspire 3 (Gen 8th),S$500,Used,8,Aspire 3 (Gen 8th)  I5 /  8GB Ram /  256GB SSD  Windows 10 with Microsoft Office  Come with laptop bag and charger  Body condition {Like New}
duodynamic,Seeking interests! Get latest updates from developers team!,"S$899,999",840 sqft,12,Spotlight
bristolrd,"Lenovo IdeaPad 310-15ISK Keyboard, Trackpad and top chassis (New) for $35.00",S$35,New,1,"Bought this to replace a defective key on my Lenovo IdeaPad 310-14ISK Keyboard (it is simpler to replace the whole top chassis, with keyboard and trackpad, at one go. Ordered from SGShop, but I didn't check carefully the size of the keyboard. What was delivered was for a 15-inch model, but mine's a "
watisthis,Nintendo Wii,S$200,Used,1,Letting go full set. Comes with all the games listed in the picture. Didn’t play for a while
namimugiwara,Marshall Headphones Major 2 Pitch Black,S$85,Used,7,"Received as gift.  Uses few times only, as I still have other headphones to use. Condition 9/10. Color: Pitch Black. Retail price: $179   Completed and comes with everything.  Please note: This is NOT the Bluetooth version.  PM to deal :)  Major II Wired Marshall Headphones "
lastminutedeal,"E058 Shower Head,CUCM High Pressure 5 Spray Settings with Pause Control Adjustable Massage Spa Hand Held Showerhead with 1.5M Hose,Chrome",S$24,New,2,🔥 Buy from us & you save up to 20% 🔥  Self collect at 11 woodlands close #04-08 (S)737853 Please inform before coming down  Direction:  Take Bus 901M from Admiralty Mrt and 2 Busstop.   Courier will be $5. Will delivered within 3 days  ✅ Please kindly read through the description of product given. (
safe2move_s2m,Safe2Move Moving Services (Your 24/7 Local Professional Mover/Movers),S$0,Safe2Move Moving Services  (Your 24/7 Local Professional Moving Company)  Contact: +6581691444 (Whatsapp/Call/Text) Email: contact@safe2movesg.com Website: www.safe2movesg.com Facebook: Safe2Move Moving Services   Our Services: -Home and Household Relocation -Office and Warehouse Relocation -Shop an,467,Spotlight
lastminutedeal,"E061 【Updated 2020 Version】 USB C Hub,6 in 1 Portable Aluminium Dongle with 4K USB C to HDMI Adapter, 2 USB 3.0, SD TF Card Reader,Compatible for MacBook/Pro/Air 2016/2017/2018/2019,More Type C Devices",S$29,New,8,🔥 Buy from us & you save up to 20% 🔥  Self collect at 11 woodlands close #04-08 (S)737853 Please inform before coming down  Direction:  Take Bus 901M from Admiralty Mrt and 2 Busstop.   Courier will be $5. Will delivered within 3 days  ✅ Please kindly read through the description of product given. (
lacedoff,Go Pro Hero 5 IN perfect condition,S$350,Price negotiable and yoo I’ll I will get a free delivery within the hour Includes all the accessories with charger worth in total 550$,11,New Carouseller
vy.shop_,TOSHIBA Hard Disk Drive,S$90,New, ,Delivery in 7 - 14 working days by SingPost  1TB: $90 2TB: $135
slxoxox,Babyliss multistyle set - curler and straightener,S$27,New,11,"selling this whole babyliss multi styler set for $27 - comes with the pouch & manual 4 different equipments interchangeable for blowdrying, styling , straightening FAST DEALS FREE NM   curler/babyliss/straightener/hair/styling/hairstyle/korean/curls/dryer/dyson/panasonic/electronic/hairspray"
electronicgarageyard,LG LED Personal TV Set,S$60,Used,1,This set is in great condition - the screen is 22 x 14 inch; comes with remote controller.  We’ve bubble wrapped the set & will delivery to your residential premises for $10.
bee.movers,Professional House/Office Mover,S$70,WhatsApp link : https://api.whatsApp.com/send?phone=6591905980  ☑️.Guarentee our service is top notch standard!  We beat all prices in all platform!   💠Whole House/office mover 💠Disposal service  💠Assembly and dismantling  💠Storage   Get a accurate and affordae quote from us for your house /office m,43,Spotlight
starshineholly,WFH / WFO? 3IN 1 Retractable Charging Cable (1.1m) Type-C iPhone Lightning Micro USB,S$18.30,New, ,"- Colour: black - Condition: 9.9/10 (opened but couldn’t use for my purpose) - Bought but realized it is not meant for charging usb c to usb c  PRODUCT FEATURES One for All — One cable for most mobile devices. Charge any of your devices simultaneously with the built-in Micro, Type-C, and Lightning c"
macbookguy,GameMax GM-1350W PSU,S$85,Used,6,"Used GameMax 1350W Power Supply.  Used it a bunch for testing hardware. Originally meant for mining but nah, I don’t do mining. Served me very well for a year.  Selling off as I need to offload some extra stuff I have on hand.  Comes with accompanying box, but no power cable. Should be easy to find "
fa.ithhh,Wireless Wifi Adapter,S$20,"PiAEK USB Wifi Dongle 1200 Mbps Wireless WiFi Adapter USB 3.0 with 5dBi Dual Band Antenna 5.8G/2.4G AC Long Range Wifi USB Adapter for PC Desktop Windows 10/7/8/XP/Vista/Linux MAC  -High Speed: Up to 1200Mbps wireless adapter transmission,accurately receive and transmit fast and stable signals over ",3,New Carouseller
